Consignees,Number of shipments,Number of US ports,Number of shippers,Number of manufacturers,Number of sampled,Number of refused,Fraction of sampled,Fraction of refused out of sampled,Normalized weight,Fraction of weight of shipment where manufacturer is also shipper,log distance consignee US port,coef var number of manufacturers per year,coef var number of shipments per year,total weight below 10%,Product diversity,Inspected,Inspection outcome
Consignees,59,3,3,1,6,0,0.101694915,0,0.006679178,0.931462892,2.815824381,0,0.572896399,0,0,0,0
Consignees,59,2,1,1,0,0,0,0,0.007193497,1,2.526044455,0,0,0,0,0,0
Consignees,59,3,2,2,11,5,0.186440678,0.454545455,0.00979039,0.37886078,3.085880589,0,0.775720822,0,0,0,0
Consignees,58,2,10,11,8,0,0.137931034,0,0.032127175,0.896414689,2.491729327,0.421637021,0.849704432,0,0.717118442,1,1
Consignees,58,3,6,5,26,26,0.448275862,1,4.251552178,0.999556668,2.31348173,0.349927106,1.132589343,0,0,1,1
Consignees,58,3,2,2,22,10,0.379310345,0.454545455,0.051165884,1,2.488918489,0.471404521,0.487659849,0,0,0,0
Consignees,58,1,3,3,4,0,0.068965517,0,NaN,NaN,1.427748876,0.387298335,0.736350224,NaN,1.598836783,0,0
Consignees,57,4,7,7,2,0,0.035087719,0,0.026186183,1,3.16480341,0.410603265,0.740591962,0,0,1,1
Consignees,57,1,2,2,16,0,0.280701754,0,0.000637983,0,1.176924153,0.314269681,0.400061553,0,0,0,0
Consignees,57,2,6,5,4,0,0.070175439,0,0.002972897,0.938587777,2.212610952,0.654653671,0.593127772,0,0,1,0
Consignees,57,5,2,2,10,0,0.175438596,0,17.69341471,1,3.471084634,0.471404521,0.620269106,0,0,0,0
Consignees,56,1,1,1,0,0,0,0,0.023998925,1,2.685700696,0,1.111167799,0,0,0,0
Consignees,56,1,1,1,56,4,1,0.071428571,0.022558056,1,1.283902416,0,0.731271258,0,1.385526451,0,0
Consignees,56,1,8,6,19,0,0.339285714,0,0.001431535,0.820511146,1.475590064,0.676040864,0.676040864,0,0,1,1
Consignees,56,2,7,8,2,0,0.035714286,0,0.05769288,0.232941399,3.332304068,0.266469355,0.313899926,0,0,0,0
Consignees,56,2,5,3,18,0,0.321428571,0,0.000954702,0.169492099,2.720346051,0.285714286,0.784631288,0,0,0,0
Consignees,56,1,5,6,31,0,0.553571429,0,0.033609866,0,1.449428874,0.425523159,0.762648447,0,0,0,0
Consignees,56,4,2,3,12,0,0.214285714,0,0.036155321,0.139436473,3.199920241,0,0,0,1.114543566,1,1
Consignees,55,2,4,3,0,0,0,0,0.062348918,1,1.730414896,0.375,0.369945272,0,0,0,0
Consignees,54,1,1,2,13,13,0.240740741,1,0.015272485,0.785494252,1.469679188,0.471404521,1.099943882,0,0,0,0
Consignees,54,5,1,1,3,0,0.055555556,0,0.035568951,1,3.558620151,0,0,0,0,0,0
Consignees,54,1,4,2,19,0,0.351851852,0,0.000343618,0.095054415,1.153468572,0.433012702,0.419435246,0,0,0,0
Consignees,54,3,7,6,6,0,0.111111111,0,0.009353143,0.505939019,2.625012103,0.592654764,0.482903882,0,0,1,1
Consignees,54,2,8,8,10,0,0.185185185,0,57.9405926,1,2.489661662,0.25,0.947706784,0,0,0,0
Consignees,54,1,1,1,0,0,0,0,0.03018531,1,0.584002377,0,0,0,0.417494799,0,0
Consignees,54,2,1,1,0,0,0,0,0.62776481,1,3.088038116,0,0,0,0,0,0
Consignees,53,1,2,2,31,18,0.58490566,0.580645161,0.025279782,1,1.443761237,0,0,0,0,1,0
Consignees,53,1,1,1,0,0,0,0,0.090919291,1,1.900920632,0,0,0,0,0,0
Consignees,53,6,10,10,9,0,0.169811321,0,0.032197863,0.968118956,3.268555878,0.985431063,1.816619608,0,0,1,0
Consignees,53,1,4,4,0,0,0,0,50.27468679,1,0.853131246,0.24743583,0.385293922,0,0,0,0
Consignees,53,1,4,4,3,0,0.056603774,0,0.016670186,1,2.279395999,0,0,0,0,0,0
Consignees,53,5,7,5,0,0,0,0,0.048103159,1,3.228455078,0,0,0,0,0,0
Consignees,53,2,3,2,6,0,0.113207547,0,0.028261728,0.994352982,1.500233676,0,0.868949354,0,0,0,0
Consignees,53,1,5,5,22,0,0.41509434,0,0.6176424,0.015047951,1.379953316,0.559246995,0.765644166,0,1.20698401,1,1
Consignees,52,1,3,3,47,5,0.903846154,0.106382979,0.041553769,1,1.256159148,0.471404521,1.142249416,0,0,0,0
Consignees,52,1,1,1,8,0,0.153846154,0,0.000164275,0,1.389959736,0,0.454066114,0,0,0,0
Consignees,51,2,3,3,2,0,0.039215686,0,0.019593169,1,3.281490118,0.433012702,0.829807999,0,0,0,0
Consignees,51,1,2,2,0,0,0,0,0.033996879,0,1.397931685,0.433012702,0.48149134,0,0,0,0
Consignees,51,1,10,10,0,0,0,0,0.080520291,0.331136789,1.286086637,1.157083824,1.303294852,0,0,0,0
Consignees,51,1,7,9,5,0,0.098039216,0,0.005354574,0.981691614,-0.054555084,0.316227766,0.508747019,0,0,0,0
Consignees,51,2,6,6,0,0,0,0,0.023700472,0.936388264,3.420214905,0,0.415945165,0,0,0,0
Consignees,51,1,4,5,6,0,0.117647059,0,0.000886713,0.875459121,1.07447316,0.442626668,0.508747019,0,0.307502718,0,0
Consignees,51,1,3,3,6,0,0.117647059,0,43.58458277,1,0.445413704,0.384900179,1.031355153,0,0,0,0
Consignees,50,1,1,1,0,0,0,0,0.012515666,1,1.901771005,0,0.458257569,0,0,0,0
Consignees,50,1,7,6,16,6,0.32,0.375,0.004283553,0.983325806,0.008936119,0,0.582752091,0,0,1,0
Consignees,50,1,6,5,7,0,0.14,0,0.010305029,0.922158723,0.700533079,0.433012702,0.381051178,0,0,0,0
Consignees,50,4,1,1,2,0,0.04,0,0.029122636,1,2.91798081,0,0,0,0,0,0
Consignees,49,6,7,7,10,0,0.204081633,0,0.019684252,1,3.161659914,0.530330086,1.106284347,0,0,1,0
Consignees,49,1,9,9,2,0,0.040816327,0,0.031017187,0.395560766,0.825711257,0.344010458,0.596742511,0,0,0,0
Consignees,48,2,8,8,1,0,0.020833333,0,0.019402581,1,1.02083428,0.575639598,1.02923133,0,0,0,0
Consignees,48,2,8,8,10,4,0.208333333,0.4,0.070189107,0.950800136,2.294892462,0.754983444,1.300540753,0,0,0,0
Consignees,48,1,8,12,2,0,0.041666667,0,0.136495908,0.025931536,0.26214745,0.575975624,0.496078371,0,0,0,0
Consignees,48,1,5,5,0,0,0,0,0.04923575,1,1.46337822,0,0,0,0,0,0
Consignees,48,2,8,5,26,0,0.541666667,0,0.037633187,0.00405846,1.69907919,0,0.733143915,0,0.929677457,1,0
Consignees,47,1,7,6,6,0,0.127659574,0,0.005838517,0.930652295,2.325912952,0.219089023,0.272805454,0,0,0,0
Consignees,47,3,2,1,4,0,0.085106383,0,4.22175428,0.517760944,3.491479608,0,0,0,0,0,0
Consignees,47,2,2,3,19,7,0.404255319,0.368421053,0.004362945,0.422544048,2.245636619,0.346410162,0.301647806,0,0,0,0
Consignees,47,3,2,2,33,15,0.70212766,0.454545455,0.001122563,1,2.421475086,0.433012702,0.550319879,0,0,0,0
Consignees,47,1,10,8,15,1,0.319148936,0.066666667,1.407107156,0.982916579,1.619025341,0.460043706,0.73034397,0,0,0,0
Consignees,47,1,4,5,14,0,0.29787234,0,0.006867843,0.997158707,3.188622135,0.500688232,0.238829195,0,0,0,0
Consignees,46,8,2,2,11,0,0.239130435,0,0.147340975,1,3.219492686,0,0,0,0,0,0
Consignees,46,1,10,6,11,0,0.239130435,0,0.88501193,0.000514826,1.102510636,0.349000145,0.628772707,0,0,0,0
Consignees,46,2,2,3,34,5,0.739130435,0.147058824,0.000467083,0.869005999,2.255654045,0.4,0.451839341,0,0.022184071,1,1
Consignees,46,1,6,6,3,0,0.065217391,0,0.06846214,1,0.315910654,0.577350269,1.197561059,0,0,0,0
Consignees,46,1,4,4,0,0,0,0,0.010502276,1,3.444563478,0.547101204,0.644886825,0,0,0,0
Consignees,46,1,1,1,17,0,0.369565217,0,0.01205967,1,2.292949061,0,1.229750924,0,1.134176126,0,0
Consignees,45,1,5,5,0,0,0,0,0.004738954,0.25,0.898942761,0.654653671,0.635959468,0,0,0,0
Consignees,45,2,4,3,2,0,0.044444444,0,1.762943524,0.010161215,1.010038619,0.36078427,0.244948974,0,1.538863758,1,0
Consignees,45,1,2,2,0,0,0,0,0.046245341,1,0.734792963,0,0,0,0,1,1
Consignees,45,2,7,7,12,0,0.266666667,0,0.018611404,1,1.534231583,0.536286589,0.854790423,0,0,0,0
Consignees,45,4,8,8,2,0,0.044444444,0,0.024799892,0.688907936,3.201645495,0.353553391,0.698322505,0,0,0,0
Consignees,44,1,1,1,0,0,0,0,0.011943002,1,3.447690667,0,0.993089067,0,0,0,0
Consignees,44,2,2,2,0,0,0,0,0.066037116,1,1.510347588,0.471404521,0.771389216,0,0,0,0
Consignees,44,1,1,1,0,0,0,0,0.030733584,1,3.574436954,0,0,0,0,0,0
Consignees,44,1,12,11,11,3,0.25,0.272727273,0.009144445,0.86652129,0.919936299,1.044465936,0.987525499,0,0,0,0
Consignees,44,2,1,1,14,8,0.318181818,0.571428571,0.008560818,1,2.720433656,0,0.514259477,0,0.405872856,0,0
Consignees,43,3,8,8,42,40,0.976744186,0.952380952,0.086212081,1,3.393335266,0,0.793428935,0,0,0,0
Consignees,43,3,4,3,0,0,0,0,0.151714161,0.976832011,3.444131058,0,0,0,0,0,0
Consignees,43,1,7,7,0,0,0,0,0.014121664,1,1.618313379,0.597614305,0.397006492,0,1.026809544,0,0
Consignees,43,1,4,4,0,0,0,0,163.7880278,1,1.544796796,0.24743583,0.861093422,0,0,0,0
Consignees,43,2,8,9,2,0,0.046511628,0,0.054129425,0.791666665,2.37262417,0.666666667,0.494972015,0,0.435877275,0,0
Consignees,43,1,2,2,0,0,0,0,0.007768404,1,0.932799258,0.471404521,0.822217187,0,0,0,0
Consignees,43,4,5,5,4,0,0.093023256,0,3.338621261,1,3.157349166,0.15713484,0.559107687,0,0,0,0
Consignees,42,1,7,7,20,0,0.476190476,0,0.016726476,0.747695022,2.907222885,0.342326598,0.676584392,0,0,1,0
Consignees,42,1,9,7,13,0,0.30952381,0,0.004322186,0.086694223,1.048689411,0.419876525,0.254587539,0,1.087230258,0,0
Consignees,42,2,2,2,0,0,0,0,0.01180748,1,1.50763354,0,0.202030509,0,0,0,0
Consignees,42,2,2,2,38,0,0.904761905,0,0.024623947,1,2.97661704,0,0.067343503,0,0,0,0
Consignees,42,1,3,3,29,27,0.69047619,0.931034483,0.010808846,1,2.137051117,0,1.434906588,0,0,0,0
Consignees,41,6,4,4,26,11,0.634146341,0.423076923,0.063993452,1,3.485909534,0.5,0.768582988,0,0.909505131,1,0
Consignees,41,1,3,3,10,0,0.243902439,0,0.371487344,1,3.600087831,0,0,0,0.12893706,1,0
Consignees,41,3,6,5,1,0,0.024390244,0,0.031470597,0.991781152,2.331919185,0.601245245,0.602271133,0,0,0,0
Consignees,41,1,5,3,0,0,0,0,NaN,NaN,0,0.433012702,NaN,NaN,0,0,0
Consignees,41,1,3,3,0,0,0,0,0.008944263,0.981278279,1.479133417,0.433012702,1.288996123,0,0,0,0
Consignees,41,1,2,2,0,0,0,0,0.004136083,1,1.228255888,0.4,0.446192609,0,0,0,0
Consignees,41,1,8,6,11,0,0.268292683,0,0.000420994,0.496558466,1.305648559,0.4,0.598099973,0,0,0,0
Consignees,40,1,1,1,0,0,0,0,0.009454438,1,2.107139113,0,0.901849951,0,0,0,0
Consignees,40,1,3,3,5,0,0.125,0,0.273972263,0.955140927,1.340861198,0.433012702,0.78062475,0,0,1,0
Consignees,40,2,4,5,26,0,0.65,0,0.00211836,0.960613521,1.676624435,0.503952631,0.512695956,0,0,1,1
Consignees,40,1,6,6,2,0,0.05,0,0.00105202,0.768717148,1.13434715,0.440958552,0.760893116,0,1.483733236,0,0
Consignees,40,1,2,1,4,0,0.1,0,0.010946374,0.943859241,1.239304254,0,0.298258836,0,0,0,0
Consignees,40,1,4,4,4,4,0.1,1,0.004765791,0.989312001,1.368525028,0.379516695,0.512347538,0,0.867286651,0,0
Consignees,40,1,4,3,5,0,0.125,0,0.005327635,0.709943175,1.260892648,0.387298335,0.279284801,0,0.888897747,0,0
Consignees,39,3,3,3,8,0,0.205128205,0,0.005412065,0.813585357,2.497213764,0.330718914,0.85363181,0,0,0,0
Consignees,39,1,1,1,2,0,0.051282051,0,0.022760354,1,0.907042994,0,0.769230769,0,0,0,0
Consignees,39,1,2,2,0,0,0,0,0.013209057,1,1.256575045,0,0,0,0,0,0
Consignees,39,4,7,7,5,0,0.128205128,0,0.058083612,1,3.373093138,0.433012702,0.307692308,0,0,0,0
Consignees,39,1,5,5,8,0,0.205128205,0,0.002162987,0.965472877,1.319505404,0.413860214,0.599556049,0,0.465940615,0,0
Consignees,39,1,1,1,0,0,0,0,0.000277724,1,3.438406892,0,0,0,0,0,0
Consignees,39,1,8,8,2,0,0.051282051,0,0.02992514,0.564579477,0.789246561,0.222222222,0.623170124,0,0,0,0
Consignees,38,1,4,4,0,0,0,0,0.003682513,0.433107477,2.053110558,0.848528137,1.190916684,0,0,0,0
Consignees,38,4,4,4,0,0,0,0,0.010397081,0.558566876,2.886796235,0.282842712,0.744322928,0,0,0,0
Consignees,38,2,5,5,16,5,0.421052632,0.3125,0.003359522,0.435471964,1.302743749,0.3,0.737429277,0,0,0,0
Consignees,38,4,8,8,2,0,0.052631579,0,0.013225057,0.621517752,3.196693843,0.559246995,0.711338068,0,0,0,0
Consignees,38,2,3,3,5,3,0.131578947,0.6,0.07459573,1,2.375666476,0.471404521,0.967619806,0,0,0,0
Consignees,38,2,4,3,0,0,0,0,0.005135846,0.881829334,0,0.433012702,0.364642275,0,0.769200141,0,0
Consignees,38,2,11,9,6,0,0.157894737,0,0.032428982,0.812907379,0,0.471404521,0.826611859,0,0,1,1
Consignees,38,2,5,5,0,0,0,0,0.076464762,1,0,0.471404521,0.669890635,0,0,0,0
Consignees,38,1,4,4,8,6,0.210526316,0.75,0.01339908,1,0,0.4,0.690256687,0,0,0,0
Consignees,38,2,10,9,0,0,0,0,0.020543503,0.920092698,3.268982869,0.457565723,0.87859537,0,0,0,0
Consignees,37,6,7,7,11,0,0.297297297,0,0.095524175,0.999663863,3.263229751,0,0.114665965,0,0,1,0
Consignees,37,5,1,1,0,0,0,0,0.00644621,1,2.811495727,0,0.42044187,0,0,0,0
Consignees,37,2,4,4,19,16,0.513513514,0.842105263,0.045786687,1,1.110171287,0.433012702,1.453441044,0,0.278927073,0,0
Consignees,37,2,11,8,27,6,0.72972973,0.222222222,0.049013889,0.680016331,2.389167159,0.338815464,0.648648649,0,0,1,1
Consignees,37,1,14,11,0,0,0,0,0.00416066,0.910635734,1.10974501,0.543928293,0.649773799,0,1.326754429,0,0
Consignees,37,1,2,2,7,0,0.189189189,0,0.038008579,1,2.909034485,0,1.118605518,0,0,0,0
Consignees,37,2,4,4,3,0,0.081081081,0,0.03973685,0.968273217,2.296124948,0.464811126,0.899435746,0,0,0,0
Consignees,37,1,5,2,15,0,0.405405405,0,0.024559874,0.862156164,2.528816828,0.471404521,1.031993681,0,0,0,0
Consignees,37,2,2,1,2,0,0.054054054,0,0.104861666,0.573604062,2.622122703,0,0.444647304,0,0,0,0
Consignees,37,1,5,5,6,0,0.162162162,0,0.017826088,1,3.183199345,0.285714286,0.388537994,0,0,1,1
Consignees,36,2,8,7,5,0,0.138888889,0,0.048447354,0.542618255,2.55231919,0.353553391,0.541488575,0,0,0,0
Consignees,36,2,8,7,2,2,0.055555556,1,0.026306327,0.90726174,1.398225588,0.572821962,0.5204165,0,0,0,0
Consignees,36,2,2,3,0,0,0,0,0.058816232,0.969205102,3.17839979,0,0.471404521,0,0.732937386,0,0
Consignees,36,2,3,4,4,0,0.111111111,0,0.027507155,0,2.646835227,0,0,0,0,0,0
Consignees,36,2,2,2,0,0,0,0,0.002022906,1,2.683700009,0,0.5204165,0,0,0,0
Consignees,36,1,5,4,0,0,0,0,0.014146635,0.677525261,3.296505583,0.4,1.411300658,0,1.420937669,0,0
Consignees,36,1,1,1,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
Consignees,36,3,2,2,13,1,0.361111111,0.076923077,0.060101364,1,3.489947571,0,0,0,0,0,0
Consignees,36,1,5,3,9,0,0.25,0,0.004404051,0.86267189,1.576803128,0.25,0.395284708,0,0.449969571,0,0
Consignees,36,6,3,1,0,0,0,0,0.015639769,1,3.26523137,0,1.257078722,0,0,0,0
Consignees,36,1,1,1,0,0,0,0,0.024194845,1,1.784248611,0,0,0,0,0,0
Consignees,35,1,2,2,6,4,0.171428571,0.666666667,0.02233725,1,0.802362201,0.387298335,0.332706894,0,1.248755185,0,0
Consignees,35,1,5,5,0,0,0,0,0.018659426,1,0.286302718,0.471404521,0.040406102,0,0,0,0
Consignees,35,2,4,4,6,0,0.171428571,0,0.023862377,0.38493151,3.146532514,0.692820323,1.151042119,0,0,0,0
Consignees,35,2,4,4,0,0,0,0,0.014435953,0.874537076,2.650125203,0,0,0,1.361514389,0,0
Consignees,35,1,5,4,6,0,0.171428571,0,2.679029991,0.640155079,1.010670787,0.500098922,0.976935173,0,0,1,1
Consignees,35,1,2,2,18,12,0.514285714,0.666666667,0.00191298,1,1.332701482,0,0.48739206,0,0,0,0
Consignees,35,1,1,1,15,0,0.428571429,0,0.023412878,1,2.686274141,0,0,0,0,0,0
Consignees,35,2,4,4,27,0,0.771428571,0,0.019804977,1,3.243944803,0,0,0,0.771590495,0,0
Consignees,35,2,3,4,12,0,0.342857143,0,0.004092494,0.259205987,0.927680803,0.848528137,0.282842712,0,0,0,0
Consignees,35,1,1,4,2,0,0.057142857,0,0.00011558,0,1.343004046,0.222222222,0.314718317,0,0.476855753,1,1
Consignees,34,1,7,6,17,1,0.5,0.058823529,8.88E-05,0.337223128,1.408064506,0.612372436,1.126704783,0,0,0,0
Consignees,34,4,7,7,7,0,0.205882353,0,1.333175131,1,2.455694457,0.4,0.434923,0,0,1,1
Consignees,34,2,3,3,4,0,0.117647059,0,0.112839107,0,3.576545274,0,0,0,0,0,0
Consignees,34,1,2,2,0,0,0,0,0.001895283,1,3.342638111,0.471404521,0.166378066,0,0.863017093,0,0
Consignees,34,2,3,3,0,0,0,0,0.044854423,1,3.450838794,0.5,1.429121249,0,0,0,0
Consignees,34,2,9,9,10,0,0.294117647,0,0.004409325,0.91944056,3.429259868,0.692820323,1.045256214,0,0,0,0
Consignees,34,2,4,5,2,0,0.058823529,0,0.001645017,0,3.393111464,0.500688232,1.079188682,0,0,0,0
Consignees,34,4,2,2,5,0,0.147058824,0,0.018646873,1,3.447442048,0.471404521,1.08145743,0,0,1,0
Consignees,34,1,3,2,16,0,0.470588235,0,0.014459334,1,1.791433956,0.471404521,1.247835496,0,0.224231094,0,0
Consignees,34,2,2,1,0,0,0,0,0.143512018,0.691859595,3.470727253,0,0,0,0,0,0
Consignees,34,1,4,2,30,2,0.882352941,0.066666667,0.017581347,0.729458613,0,0.379516695,0.892910692,0,0.485167373,1,0
Consignees,34,1,6,7,33,1,0.970588235,0.03030303,0.02527302,0.930560283,1.206839345,0.348155312,0.401841207,0,1.149557223,1,1
Consignees,33,1,3,2,0,0,0,0,0.020305001,0.845756154,2.163044355,0,0.554360515,0,0,0,0
Consignees,33,1,6,6,17,0,0.515151515,0,0.042427637,1,1.209192241,0.309838668,0.394172425,0,0,1,1
Consignees,33,1,4,3,10,0,0.303030303,0,0.004759835,1,0.201508323,0.3,0.681818182,0,0.976096542,1,1
Consignees,33,1,9,7,0,0,0,0,0.000692174,1,1.007819154,0,0,0,0.953784587,0,0
Consignees,33,1,5,4,0,0,0,0,0.025569787,0.664792078,3.342069445,0.666666667,1.035045532,0,0,0,0
Consignees,33,2,4,2,4,0,0.121212121,0,0.06522438,0.270545144,3.518413087,0,0,0,0,0,0
Consignees,33,2,4,7,14,0,0.424242424,0,0.01343311,0.871729333,1.199938211,0.475073094,0.611716038,0,0,1,1
Consignees,32,1,2,2,0,0,0,0,0.030928959,0.479269017,1.135271238,0.471404521,0.353553391,0,0,0,0
Consignees,32,2,2,2,0,0,0,0,0.007560355,1,1.280828891,0,0.353553391,0,0,0,0
Consignees,32,2,8,7,14,14,0.4375,1,0.02335829,0.466694299,0,0.40824829,0.510310363,0,0,0,0
Consignees,32,4,2,2,23,0,0.71875,0,0.011541029,1,2.208291442,0.314269681,0.963624112,0,0,1,1
Consignees,32,1,7,7,9,0,0.28125,0,0.058458659,1,3.532210978,0.547101204,1.190238071,0,0,0,0
Consignees,32,1,1,1,0,0,0,0,0.005795571,1,2.564718677,0,0.530330086,0,0,0,0
Consignees,32,2,4,3,13,0,0.40625,0,0.007449523,1,2.557370045,0.346410162,0.78062475,0,0,0,0
Consignees,32,1,2,2,3,1,0.09375,0.333333333,0.052044843,0.993797816,3.416644822,0.433012702,1.028405167,0,0.780418475,1,1
Consignees,32,1,5,6,4,0,0.125,0,0.002998699,0.915364586,1.368857937,0.372677996,0.845773038,0,0,0,0
Consignees,32,1,11,12,3,0,0.09375,0,0.00912634,0.809289536,0.709968839,0.797555437,0.985738143,0,0,1,0
Consignees,32,4,5,4,8,0,0.25,0,0.044799467,1,3.198861776,0,0,0,0,0,0
Consignees,32,5,4,3,3,0,0.09375,0,0.014639336,1,3.171985086,0.37032804,0.46291005,0,0.297900461,0,0
Consignees,31,1,2,2,2,0,0.064516129,0,0.002430314,1,1.76568895,0.330718914,0.64998199,0,1.287562551,0,0
Consignees,31,1,3,3,0,0,0,0,0.022192851,0.516042305,3.339827596,0.433012702,1.100562717,0,0,0,0
Consignees,31,3,4,4,0,0,0,0,0.006069346,0.78208233,2.790556664,0,0.551226048,0,0,0,0
Consignees,31,2,4,3,0,0,0,0,74.94525154,0.931017719,1.781609881,0,0,0,0,0,0
Consignees,30,1,1,1,0,0,0,0,8.44E-05,1,1.525461668,0,0,0,0.572680936,0,0
Consignees,30,2,3,4,12,0,0.4,0,0.008287966,0,3.578656528,0.433012702,1.153256259,0,0,0,0
Consignees,30,2,6,5,2,0,0.066666667,0,0.13307251,0.906846094,3.056140851,0,0,0,0,0,0
Consignees,30,1,5,5,0,0,0,0,54.53912326,0.910342361,3.208681845,0.471404521,0.377123617,0,0,0,0
Consignees,30,1,3,4,5,0,0.166666667,0,0.030353914,0.910846956,1.628045339,0.282842712,0.659966329,0,0,0,0
Consignees,30,1,5,4,24,0,0.8,0,0.008887666,0.579235222,1.006243782,0.365148372,0.55136195,0,0,1,1
Consignees,30,1,6,6,0,0,0,0,0.009588311,1,0.0197613,0.342326598,0.807946643,0,0,0,0
Consignees,30,1,1,1,0,0,0,0,1.042894975,1,1.81649577,0,0.781024968,0,0,0,0
Consignees,30,1,1,1,11,0,0.366666667,0,0.001276313,1,1.871139015,0,0,0,0,1,0
Consignees,30,1,1,1,0,0,0,0,0.003944249,1,1.479133417,0,0.492912734,0,0,0,0
Consignees,30,3,11,11,1,0,0.033333333,0,7.816166202,0.99793155,3.326921215,0.86401839,0.735980072,0,0,0,0
Consignees,29,2,2,2,2,0,0.068965517,0,0.019750613,0.808409571,2.626618696,0.471404521,0.146297955,0,0.329368064,1,1
Consignees,29,1,2,2,0,0,0,0,0.036481795,0.962311558,1.184364386,0,1.464198189,0,0,0,0
Consignees,29,4,7,7,0,0,0,0,0.020407938,1,2.228851138,0.216506351,0.776436569,0,0,0,0
Consignees,29,3,2,1,0,0,0,0,0.034510642,0.853260813,3.280062426,0,0,0,1.020382508,1,1
Consignees,29,2,3,3,0,0,0,0,0.020875513,0.711338135,2.636681456,0,0,0,0,0,0
Consignees,29,1,1,2,4,0,0.137931034,0,0.018773588,0,0.726038846,0.346410162,0.569748677,0,0,0,0
Consignees,29,4,3,3,5,0,0.172413793,0,0.08684619,0.069937371,3.285416958,0.707106781,0.341361894,0,0,0,0
Consignees,29,1,3,2,2,0,0.068965517,0,0.000384055,0.882611425,1.236202885,0.471404521,1.121617653,0,0,0,0
Consignees,29,1,6,5,0,0,0,0,0.003142019,0.867744552,0.966198048,0,0,0,0,0,0
Consignees,29,2,6,6,8,0,0.275862069,0,0.029234545,1,1.654921547,0.202030509,0.243829925,0,0,0,0
Consignees,29,1,7,7,7,0,0.24137931,0,0.05958584,0.931850516,3.439029244,0.285714286,0.508352745,0,0,1,0
Consignees,29,1,8,7,0,0,0,0,0.029780028,0.447974562,2.572578287,0.222222222,0.520678237,0,0,0,0
Consignees,29,1,1,1,11,0,0.379310345,0,0.008290761,1,2.370027095,0,0.829021743,0,0,0,0
Consignees,28,1,1,1,0,0,0,0,0.00482998,1,1.833185082,0,0,0,0,0,0
Consignees,28,1,3,4,10,0,0.357142857,0,0.002180968,0,1.304440949,0,0,0,0,1,0
Consignees,28,1,1,1,0,0,0,0,0.063406754,1,3.320627971,0,0,0,1.360153278,0,0
Consignees,28,4,4,3,0,0,0,0,0.0293732,0.902897507,3.011149182,0.433012702,0.729306352,0,0,0,0
Consignees,27,1,2,3,1,0,0.037037037,0,0.003961307,0.989286934,0.390597719,0.330718914,1.030845716,0,0,0,0
Consignees,27,1,7,7,0,0,0,0,0.025360633,0.811358619,1.069920729,0.387298335,0.57520796,0,1.378547548,0,0
Consignees,27,3,1,1,13,0,0.481481481,0,0.137669254,1,2.608106504,0,0.2618914,0,0,0,0
Consignees,27,1,7,5,8,0,0.296296296,0,0.006316269,0.924969842,1.052110039,0.440958552,0.483377085,0,0,0,0
Consignees,27,1,1,1,6,0,0.222222222,0,0.005634538,1,0.114766699,0,0.849971085,0,0,0,0
Consignees,27,2,3,6,0,0,0,0,0.002611288,0.515300139,1.930538899,0.457860806,0.547203533,0,0,0,0
Consignees,27,4,9,8,2,0,0.074074074,0,0.079478061,0.941017212,2.995851933,0.707106781,0.680917641,0,1.139456804,0,0
Consignees,26,4,4,4,12,0,0.461538462,0,0.071339261,1,3.22172052,0.37032804,0.457860806,0,0,1,0
Consignees,26,3,4,3,0,0,0,0,0.023224667,1,2.376772316,0.282842712,0.217571317,0,0,0,0
Consignees,26,4,9,8,7,0,0.269230769,0,0.023976597,0.805783639,2.496090968,0.464811126,0.685328065,0,0,0,0
Consignees,26,1,1,1,0,0,0,0,0.003403638,1,1.255486227,0,0,0,0,0,0
Consignees,26,1,1,1,0,0,0,0,0.012191847,1,1.438682442,0,0.108785659,0,0,0,0
Consignees,26,1,2,4,9,0,0.346153846,0,0.008099461,0,1.191744477,0.5,0.750739281,0,0,0,0
Consignees,26,2,2,2,14,4,0.538461538,0.285714286,0.002119781,0.347208096,2.964953576,0,0.108785659,0,0,0,0
Consignees,26,1,6,6,2,0,0.076923077,0,0.031312935,0.94558058,1.169005806,0.24743583,0.545286418,0,0,0,0
Consignees,26,1,10,9,11,0,0.423076923,0,0.033071011,0.940155687,2.086411023,0.5,0.657793514,0,0,0,0
Consignees,26,1,2,1,0,0,0,0,0.005004575,0,0.856980966,0,0,0,0,0,0
Consignees,26,2,3,2,5,0,0.192307692,0,0.044041326,0.128377263,3.584712401,0.471404521,0.435142635,0,0,0,0
Consignees,26,2,7,5,22,0,0.846153846,0,0.008527169,0.70560593,1.232723587,0.587944736,0.458859748,0,0,1,0
